customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-106230,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,80.92,3472.54,No
CUST-105866,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.33,1310.18,No
CUST-105844,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,90.41,5173.06,No
CUST-100984,Female,1,Yes,No,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,58.3,3368.08,No
CUST-106169,Female,1,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,455.22,Yes
CUST-101745,Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.24,1781.3,Yes
CUST-104991,Female,1,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.34,1547.67,Yes
CUST-102909,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.69,1067.88,No
CUST-102825,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,78.77,4809.21,No
CUST-101582,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.18,1343.48,No
CUST-105331,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,65.9,1659.09,No
CUST-105119,Male,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.97,564.7,No
CUST-101842,Female,1,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,463.13,No
CUST-104407,Male,0,Yes,Yes,63,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,89.5,5617.28,No
CUST-104595,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1317.25,No
CUST-100040,Male,1,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.19,48.09,No
CUST-103098,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.47,199.33,No
CUST-105126,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.36,83.36,No
CUST-100376,Female,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.0,232.37,No
CUST-106546,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.08,1875.47,No
CUST-100205,Male,0,No,Yes,55,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),58.54,3234.87,No
CUST-105112,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.59,575.49,No
CUST-103872,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),76.45,3856.47,Yes
CUST-102211,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,74.93,377.29,No
CUST-103457,Male,0,Yes,Yes,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,71.12,3979.49,Yes
CUST-102194,Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,97.27,4505.57,No
CUST-101376,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,82.05,231.96,No
CUST-106766,Female,0,Yes,Yes,50,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),51.27,2561.85,No
CUST-106057,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.35,1418.28,No
CUST-106908,Male,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,57.75,2376.89,No
CUST-105184,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,78.26,2043.05,No
CUST-102178,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.86,5496.17,Yes
CUST-106361,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.7,313.25,No
CUST-103844,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,78.37,2280.54,No
CUST-102417,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.85,1719.75,No
CUST-103528,Male,0,No,No,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.69,5055.1,No
CUST-100418,Male,0,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),52.03,3215.57,Yes
CUST-100283,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,79.13,3538.57,No
CUST-103550,Male,1,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.23,700.32,No
CUST-100871,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,69.74,2776.35,No
CUST-102145,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.15,5855.44,Yes
CUST-104377,Male,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,80.99,4307.23,No
CUST-100354,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.79,3172.47,No
CUST-100116,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.15,314.18,No
CUST-104763,Male,1,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,78.52,3820.07,Yes
CUST-106077,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.23,3604.06,No
CUST-105748,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.82,1197.44,No
CUST-105961,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.82,968.88,No
CUST-103683,Female,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.26,41.76,No
CUST-104195,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.8,1019.14,No
CUST-105058,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,95.66,4387.94,No
CUST-106972,Male,0,No,Yes,50,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),69.1,3472.88,No
CUST-105980,Female,1,No,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,73.05,4418.32,No
CUST-101596,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.81,2091.23,Yes
CUST-105228,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.5,4366.55,No
CUST-101469,Male,0,Yes,Yes,37,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,40.33,1508.38,No
CUST-106435,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,75.02,4546.84,Yes
CUST-106704,Female,0,Yes,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.45,632.25,Yes
CUST-101601,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.17,72.54,Yes
CUST-106484,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),69.09,82.84,No
CUST-102447,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.78,934.87,No
CUST-103197,Female,0,Yes,Yes,51,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),55.59,2830.95,No
CUST-100458,Female,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.77,5365.1,Yes
CUST-102023,Female,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.3,4450.91,No
CUST-105739,Male,1,No,No,57,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),70.07,3974.87,No
CUST-101638,Male,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,67.21,234.26,No
CUST-103801,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.5,190.79,Yes
CUST-103953,Male,0,No,No,18,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63.02,1127.87,No
CUST-105065,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.04,2451.07,Yes
CUST-100375,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.07,4633.21,No
CUST-102422,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.11,492.12,No
CUST-100883,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),27.19,1431.68,No
CUST-104662,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.93,3735.65,No
CUST-100691,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,57.04,666.81,No
CUST-105544,Male,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.67,3056.05,No
CUST-104967,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.83,1545.94,No
CUST-102763,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,77.55,1775.16,No
CUST-100626,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,58.26,4188.11,No
CUST-102946,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.57,387.23,No
CUST-106818,Female,1,Yes,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),76.95,3406.36,No
CUST-100317,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.95,67.95,Yes
CUST-103346,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.27,3539.4,Yes
CUST-103644,Female,1,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.27,1573.36,No
CUST-104955,Male,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.95,1090.65,No
CUST-101902,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),54.02,568.95,No
CUST-100630,Female,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),78.7,3538.67,No
CUST-100508,Male,0,Yes,Yes,67,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),79.99,5321.36,No
CUST-106839,Female,0,Yes,Yes,5,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.84,394.65,No
CUST-106181,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.51,2432.61,No
CUST-103208,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.39,2876.77,No
CUST-102594,Male,1,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,104.78,No
CUST-106755,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.72,1459.92,No
CUST-103519,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),78.26,2726.28,No
CUST-106652,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),29.01,0.0,No
CUST-103700,Male,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.33,5775.93,Yes
CUST-103317,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.36,996.8,Yes
CUST-104506,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.29,688.82,No
CUST-106596,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.83,1596.03,No
CUST-100754,Female,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),78.09,2422.61,No
CUST-106072,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,67.42,472.58,No
CUST-101550,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),66.43,2329.72,No
CUST-105814,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.6,1668.32,Yes
CUST-100125,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,84.7,3573.67,No
CUST-106046,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.25,2875.7,No
CUST-102174,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.71,,No
CUST-103366,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,60.76,3963.67,Yes
CUST-104153,Female,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,52.27,314.1,No
CUST-101599,Female,1,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.42,225.15,No
CUST-103616,Male,0,No,Yes,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),88.15,5533.14,No
CUST-101502,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),87.39,3679.3,No
CUST-106210,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.65,1646.28,No
CUST-106805,Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,73.78,484.67,Yes
CUST-102014,Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.71,1165.77,No
CUST-103205,Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),76.68,1097.89,Yes
CUST-104657,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,80.01,3766.28,No
CUST-105147,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),77.67,3635.85,No
CUST-102439,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.32,5709.84,No
CUST-103654,Female,0,Yes,Yes,57,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,77.13,4413.8,No
CUST-104797,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,86.3,526.12,Yes
CUST-106374,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.91,3460.05,No
CUST-101416,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.82,28.16,No
CUST-104980,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),94.44,5939.44,No
CUST-101309,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.28,4142.98,Yes
CUST-102555,Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,60.98,2269.87,No
CUST-100326,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,65.04,346.82,Yes
CUST-102292,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),56.07,3359.17,No
CUST-101168,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.51,5117.94,No
CUST-101415,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),70.97,1028.18,No
CUST-103858,Male,0,Yes,Yes,56,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,63.75,3563.59,No
CUST-106976,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.38,958.69,No
CUST-106421,Male,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),86.74,5226.42,No
CUST-103059,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.67,4724.69,No
CUST-100300,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,67.25,1352.6,No
CUST-103830,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.78,342.46,No
CUST-104392,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.0,6918.46,No
CUST-103655,Male,0,No,No,71,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.09,3791.0,Yes
CUST-106623,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,84.87,3883.02,No
CUST-106599,Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.45,1164.35,No
CUST-101695,Female,1,Yes,Yes,41,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.96,2611.3,No
CUST-100484,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,60.94,4285.01,No
CUST-104122,Female,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.5,1108.33,Yes
CUST-104896,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),71.6,3609.64,No
CUST-100862,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.14,4108.47,No
CUST-106049,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.42,1491.69,No
CUST-101140,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,77.84,2236.14,No
CUST-106938,Female,1,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.96,3413.83,No
CUST-100935,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),85.0,3746.49,No
CUST-102358,Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.46,3550.7,Yes
CUST-104107,Female,0,No,No,7,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.62,426.09,Yes
CUST-104522,Female,1,No,No,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.73,5215.91,No
CUST-102745,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.09,1471.67,No
CUST-100041,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),54.96,2366.78,No
CUST-101933,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.38,1140.69,No
CUST-103613,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),61.08,414.07,No
CUST-101603,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.92,119.18,Yes
CUST-104564,Female,1,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.86,1678.82,No
CUST-102378,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,78.38,1910.85,No
CUST-103806,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.17,4456.54,No
CUST-104621,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.52,588.59,No
CUST-100928,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.12,4916.6,No
CUST-105553,female ,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.62,4624.53,Yes
CUST-101913,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,59.73,1997.11,Yes
CUST-100281,male ,0,No,No,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),69.33,659.88,No
CUST-103001,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),82.97,257.98,No
CUST-104476,Female,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.64,865.11,No
CUST-101849,Male,0,Yes,No,0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.48,60.48,No
CUST-102784,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.62,1205.58,No
CUST-100270,Male,1,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.39,2813.69,Yes
CUST-101578,Male,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.46,3383.34,Yes
CUST-100339,Female,0,No,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,68.82,4420.76,No
CUST-103387,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.37,503.04,No
CUST-102509,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.33,1445.7,No
CUST-100897,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),66.14,3062.31,No
CUST-104562,Male,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.7,1399.57,Yes
CUST-100178,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),79.18,1110.99,Yes
